CIF_Combo,into_default,snapshot_date,loan_purpose,balance_sum_eur,fx_rate,PD,EAD,Rating,Score,Class_Chan_Ref_LoDoc,Class_DTI,Class_Initial_LTV,Class_Pay_Ahead,Class_Pay_Hist,Class_Pay_Status,Class_Redraw_Change,Class_Repay_Stat,snapshot_year,balance_sum_loc
721583,0,30Sep2016,OO,0.00,1.46438,0.445393,0.00,MA19,,E,B,A,F,B,A,A,D,2016,0.00
424984,1,30Sep2016,OO,199267.17,1.46438,0.000393,54549.89,MA03,695,E,C,D,M,A,C,E,F,2016,291802.86
424984,1,30Sep2016,OO,199267.17,1.46438,0.000393,243089.03,MA03,695,E,C,D,M,A,C,E,F,2016,291802.86
680152,1,30Sep2016,OO,31537.62,1.46438,0.226941,46824.03,MA18,545,C,A,C,F,E,A,A,D,2016,46183.06
892702,0,30Sep2016,OO,35383.47,1.46438,0.004441,53029.64,MA11,627,B,C,C,F,A,B,B,D,2016,51814.85
785157,0,30Sep2016,IN,19476.61,1.46438,0.235603,26216.59,MA18,544,C,A,A,F,E,A,B,D,2016,28521.16
785157,0,30Sep2016,IN,19476.61,1.46438,0.235603,2874.99,MA18,544,C,A,A,F,E,A,B,D,2016,28521.16
246953,1,30Sep2016,OO,127938.46,1.46438,0.004441,191097.54,MA11,639,B,D,C,L,D,B,D,F,2016,187350.53
071692,0,30Sep2016,OO,92223.10,1.46438,0.004441,139117.44,MA11,639,D,D,B,I,C,B,E,F,2016,135049.66
321375,1,30Sep2016,OO,58785.06,1.46438,0.226941,70179.27,MA18,550,C,E,E,F,F,D,A,E,2016,86083.66
321375,1,30Sep2016,OO,58785.06,1.46438,0.226941,17630.42,MA18,550,C,E,E,F,F,D,A,E,2016,86083.66
321375,1,30Sep2016,OO,58785.06,1.46438,0.226941,70179.27,MA18,550,C,E,E,F,F,D,A,E,2016,86083.66
321375,1,30Sep2016,OO,58785.06,1.46438,0.226941,17630.42,MA18,550,C,E,E,F,F,D,A,E,2016,86083.66
113487,1,30Sep2016,OO,219006.85,1.46438,0.001427,70075.22,MA07,662,C,E,C,D,B,B,E,A,2016,320709.25
113487,1,30Sep2016,OO,219006.85,1.46438,0.001427,40800.00,MA07,662,C,E,C,D,B,B,E,A,2016,320709.25
113487,1,30Sep2016,OO,219006.85,1.46438,0.001427,45697.43,MA07,662,C,E,C,D,B,B,E,A,2016,320709.25
113487,1,30Sep2016,OO,219006.85,1.46438,0.001427,211350.59,MA07,662,C,E,C,D,B,B,E,A,2016,320709.25
457762,0,30Sep2016,OO,59910.94,1.46438,0.445393,89494.41,MA19,527,B,E,C,F,F,A,A,E,2016,87732.38
315331,0,30Sep2016,IN,51648.33,1.46438,0.099365,36379.60,MA17,564,C,A,A,F,F,D,A,D,2016,75632.79
315331,0,30Sep2016,IN,51648.33,1.46438,0.099365,40684.79,MA17,564,C,A,A,F,F,D,A,D,2016,75632.79
285327,1,30Sep2016,OO,57047.97,1.46438,0.095712,84962.91,MA17,566,C,E,E,E,B,A,A,E,2016,83539.91
942597,1,30Sep2016,OO,130243.74,1.46438,0.095712,135460.01,MA17,566,C,F,C,F,E,D,A,F,2016,190726.32
942597,1,30Sep2016,OO,130243.74,1.46438,0.095712,58098.20,MA17,566,C,F,C,F,E,D,A,F,2016,190726.32
942597,1,30Sep2016,OO,130243.74,1.46438,0.095712,135460.01,MA17,566,C,F,C,F,E,D,A,F,2016,190726.32
942597,1,30Sep2016,OO,130243.74,1.46438,0.095712,58098.20,MA17,566,C,F,C,F,E,D,A,F,2016,190726.32
153299,1,30Sep2016,OO,152728.84,1.46438,0.012566,228126.12,MA13,601,C,F,B,G,C,C,E,E,2016,223653.06
570184,0,30Sep2016,IN,73838.88,1.46438,0.099365,612.00,MA17,565,B,A,A,F,C,A,E,A,2016,108128.18
570184,0,30Sep2016,IN,73838.88,1.46438,0.099365,20400.00,MA17,565,B,A,A,F,C,A,E,A,2016,108128.18
570184,0,30Sep2016,IN,73838.88,1.46438,0.099365,44307.64,MA17,565,B,A,A,F,C,A,E,A,2016,108128.18
570184,0,30Sep2016,IN,73838.88,1.46438,0.099365,45944.13,MA17,565,B,A,A,F,C,A,E,A,2016,108128.18
584369,0,30Sep2016,OO,60987.87,1.46438,0.021126,91701.04,MA14,595,D,D,B,G,A,A,E,F,2016,89309.42
774779,0,30Sep2016,OO,126577.42,1.46438,0.004441,191661.44,MA11,633,E,E,C,B,B,A,E,C,2016,185357.45
813131,1,30Sep2016,IN,3913.69,1.46438,0.000408,58998.26,MA03,681,B,F,C,M,C,B,E,F,2016,5731.13
813131,1,30Sep2016,IN,3913.69,1.46438,0.000408,190932.06,MA03,681,B,F,C,M,C,B,E,F,2016,5731.13
813131,1,30Sep2016,IN,3913.69,1.46438,0.000408,26168.32,MA03,681,B,F,C,M,C,B,E,F,2016,5731.13
957848,0,30Sep2016,OO,26579.31,1.46438,0.226941,39704.15,MA18,554,A,F,C,F,B,A,A,E,2016,38922.22
294137,1,30Sep2016,IN,44619.21,1.46438,0.462393,21857.07,MA19,528,C,A,A,F,F,A,B,F,2016,65339.48
294137,1,30Sep2016,IN,44619.21,1.46438,0.462393,20298.97,MA19,528,C,A,A,F,F,A,B,F,2016,65339.48
294137,1,30Sep2016,IN,44619.21,1.46438,0.462393,24514.70,MA19,528,C,A,A,F,F,A,B,F,2016,65339.48
174850,0,30Sep2016,OO,104280.89,1.46438,0.021126,155760.98,MA14,595,B,D,C,E,B,C,A,F,2016,152706.85
508092,0,30Sep2016,OO,116354.39,1.46438,0.006833,50922.95,MA12,622,C,F,E,K,B,D,E,C,2016,170387.04
508092,0,30Sep2016,OO,116354.39,1.46438,0.006833,122871.83,MA12,622,C,F,E,K,B,D,E,C,2016,170387.04
072055,1,30Sep2016,OO,71593.34,1.46438,0.226941,107644.12,MA18,542,C,D,E,G,F,A,E,E,2016,104839.86
126326,1,30Sep2016,OO,56528.67,1.46438,0.004441,84633.26,MA11,633,C,D,D,F,A,B,A,E,2016,82779.46
537071,0,30Sep2016,OO,58189.79,1.46438,0.095712,86917.63,MA17,573,C,E,E,F,A,A,A,E,2016,85211.96
982101,0,30Sep2016,OO,233928.08,1.46438,0.095712,181618.80,MA17,556,B,F,E,G,B,A,A,B,2016,342559.60
982101,0,30Sep2016,OO,233928.08,1.46438,0.095712,141407.65,MA17,556,B,F,E,G,B,A,A,B,2016,342559.60
982101,0,30Sep2016,OO,233928.08,1.46438,0.095712,26527.37,MA17,556,B,F,E,G,B,A,A,B,2016,342559.60
945638,0,30Sep2016,IN,55182.84,1.46438,0.001481,43813.81,MA07,664,C,A,C,B,C,B,E,A,2016,80808.65
945638,0,30Sep2016,IN,55182.84,1.46438,0.001481,39168.00,MA07,664,C,A,C,B,C,B,E,A,2016,80808.65
945638,0,30Sep2016,IN,55182.84,1.46438,0.001481,612.00,MA07,664,C,A,C,B,C,B,E,A,2016,80808.65
153675,1,30Sep2016,OO,104137.22,1.46438,0.095712,155566.18,MA17,573,C,A,E,F,A,E,A,E,2016,152496.47
223770,0,30Sep2016,OO,107717.22,1.46438,0.095712,161579.16,MA17,558,D,A,D,C,F,E,E,C,2016,157738.94
289464,0,30Sep2016,IN,15046.73,1.46438,0.000165,16152.70,MA02,729,C,B,A,M,A,B,E,D,2016,22034.13
289464,0,30Sep2016,IN,15046.73,1.46438,0.000165,16350.82,MA02,729,C,B,A,M,A,B,E,D,2016,22034.13
308290,0,30Sep2016,IN,40694.76,1.46438,0.021932,36778.05,MA14,597,B,E,B,F,B,C,A,E,2016,59592.60
308290,0,30Sep2016,IN,40694.76,1.46438,0.021932,23808.49,MA14,597,B,E,B,F,B,C,A,E,2016,59592.60
718161,0,30Sep2016,IN,84394.06,1.46438,0.001481,62784.99,MA07,654,C,A,C,M,A,A,E,C,2016,123584.97
718161,0,30Sep2016,IN,84394.06,1.46438,0.001481,63274.51,MA07,654,C,A,C,M,A,A,E,C,2016,123584.97
609514,0,30Sep2016,OO,109779.14,1.46438,0.095712,164052.23,MA17,570,D,A,E,F,A,A,A,E,2016,160758.38
677741,1,30Sep2016,OO,81114.99,1.46438,0.012566,121319.78,MA13,599,D,E,E,F,A,C,A,E,2016,118783.16
220539,0,30Sep2016,OO,151264.20,1.46438,0.021126,135378.87,MA14,598,C,F,E,K,B,A,E,E,2016,221508.26
220539,0,30Sep2016,OO,151264.20,1.46438,0.021126,96110.84,MA14,598,C,F,E,K,B,A,E,E,2016,221508.26
932715,0,30Sep2016,OO,48042.47,1.46438,0.006833,76724.26,MA12,614,B,E,C,L,B,A,E,E,2016,70352.43
387041,0,30Sep2016,IN,29367.84,1.46438,0.001481,22020.05,MA07,660,C,F,B,M,A,A,E,D,2016,43005.68
387041,0,30Sep2016,IN,29367.84,1.46438,0.001481,26565.66,MA07,660,C,F,B,M,A,A,E,D,2016,43005.68
422667,1,30Sep2016,OO,105512.31,1.46438,0.445393,157621.07,MA19,524,C,F,E,F,F,A,A,F,2016,154510.12
279729,0,30Sep2016,IN,67315.68,1.46438,0.000408,15772.49,MA03,681,C,E,D,L,A,B,E,E,2016,98575.74
279729,0,30Sep2016,IN,67315.68,1.46438,0.000408,90117.80,MA03,681,C,E,D,L,A,B,E,E,2016,98575.74
920105,0,30Sep2016,OO,150159.24,1.46438,0.004441,224288.52,MA11,631,C,E,B,C,B,C,E,C,2016,219890.18
843748,1,30Sep2016,IN,64332.86,1.46438,0.004611,96097.21,MA11,640,C,B,D,F,A,B,A,F,2016,94207.75
128286,0,30Sep2016,IN,175283.09,1.46438,0.007094,39984.00,MA12,619,B,A,C,B,B,A,E,C,2016,256681.05
128286,0,30Sep2016,IN,175283.09,1.46438,0.007094,122733.61,MA12,619,B,A,C,B,B,A,E,C,2016,256681.05
128286,0,30Sep2016,IN,175283.09,1.46438,0.007094,99099.55,MA12,619,B,A,C,B,B,A,E,C,2016,256681.05
033094,0,30Sep2016,IN,106840.60,1.46438,0.099365,159015.55,MA17,573,E,A,E,C,F,D,C,C,2016,156455.23
472338,0,30Sep2016,OO,65609.24,1.46438,0.041616,98499.88,MA15,586,C,C,E,G,A,A,A,E,2016,96076.86
289307,0,30Sep2016,OO,108026.26,1.46438,0.021126,61160.44,MA14,593,C,E,C,G,A,A,E,E,2016,158191.50
289307,0,30Sep2016,OO,108026.26,1.46438,0.021126,101210.65,MA14,593,C,E,C,G,A,A,E,E,2016,158191.50
951528,1,30Sep2016,IN,254047.05,1.46438,0.043204,334398.68,MA15,582,D,D,D,E,C,C,A,F,2016,372021.41
951528,1,30Sep2016,IN,254047.05,1.46438,0.043204,32885.19,MA15,582,D,D,D,E,C,C,A,F,2016,372021.41
951528,1,30Sep2016,IN,254047.05,1.46438,0.043204,12177.97,MA15,582,D,D,D,E,C,C,A,F,2016,372021.41
949135,0,30Sep2016,IN,76223.85,1.46438,0.099365,113861.04,MA17,557,C,A,E,G,C,A,D,E,2016,111620.69
609341,0,30Sep2016,OO,119677.27,1.46438,0.004441,178758.06,MA11,636,E,E,E,F,A,B,D,F,2016,175253.00
400967,0,30Sep2016,OO,47964.88,1.46438,0.041616,71580.06,MA15,588,C,D,E,C,B,A,A,C,2016,70238.81
774792,1,30Sep2016,OO,93397.93,1.46438,0.002951,139505.47,MA10,643,C,D,E,C,B,B,A,C,2016,136770.06
952798,1,30Sep2016,IN,161049.21,1.46438,0.007094,67320.00,MA12,620,C,E,D,M,E,A,E,C,2016,235837.24
952798,1,30Sep2016,IN,161049.21,1.46438,0.007094,214268.01,MA12,620,C,E,D,M,E,A,E,C,2016,235837.24
462121,1,30Sep2016,OO,74841.30,1.46438,0.004441,111788.03,MA11,630,C,F,E,C,B,B,A,B,2016,109596.11
622255,0,30Sep2016,OO,58347.07,1.46438,0.226941,87151.13,MA18,549,C,F,E,F,C,A,A,E,2016,85442.29
004227,0,30Sep2016,OO,11013.81,1.46438,0.006833,65271.06,MA12,624,B,D,B,M,E,A,E,D,2016,16128.40
300518,0,30Sep2016,OO,93637.38,1.46438,0.004441,140557.65,MA11,631,C,F,D,C,C,B,D,C,2016,137120.70
547011,0,30Sep2016,IN,258349.50,1.46438,0.462393,102929.65,MA19,510,B,F,E,F,F,A,A,B,2016,378321.84
547011,0,30Sep2016,IN,258349.50,1.46438,0.462393,47993.70,MA19,510,B,F,E,F,F,A,A,B,2016,378321.84
547011,0,30Sep2016,IN,258349.50,1.46438,0.462393,7258.59,MA19,510,B,F,E,F,F,A,A,B,2016,378321.84
547011,0,30Sep2016,IN,258349.50,1.46438,0.462393,111800.29,MA19,510,B,F,E,F,F,A,A,B,2016,378321.84
547011,0,30Sep2016,IN,258349.50,1.46438,0.462393,115082.15,MA19,510,B,F,E,F,F,A,A,B,2016,378321.84
247501,0,30Sep2016,OO,120015.11,1.46438,0.012566,90032.92,MA13,606,B,F,D,I,C,C,E,D,2016,175747.72
247501,0,30Sep2016,OO,120015.11,1.46438,0.012566,89889.83,MA13,606,B,F,D,I,C,C,E,D,2016,175747.72
046427,0,30Sep2016,OO,33720.02,1.46438,0.041616,50578.25,MA15,582,C,D,B,G,B,A,A,E,2016,49378.92
155944,0,30Sep2016,OO,102161.45,1.46438,0.041616,152572.76,MA15,590,C,F,E,F,B,C,A,F,2016,149603.18
018400,0,30Sep2016,OO,14853.97,1.46438,0.226941,22111.75,MA18,536,D,A,A,F,F,A,A,E,2016,21751.86
526048,0,30Sep2016,IN,226526.43,1.46438,0.013045,133824.00,MA13,611,C,A,D,B,B,A,E,B,2016,331720.78
526048,0,30Sep2016,IN,226526.43,1.46438,0.013045,204612.48,MA13,611,C,A,D,B,B,A,E,B,2016,331720.78
397342,1,30Sep2016,OO,77787.98,1.46438,0.226941,116191.43,MA18,543,C,C,E,F,E,A,A,F,2016,113911.17
951922,0,30Sep2016,OO,136249.35,1.46438,0.041616,203806.67,MA15,587,C,E,E,C,B,A,A,C,2016,199520.82
006182,0,30Sep2016,OO,116594.57,1.46438,0.041616,175131.52,MA15,586,C,F,E,G,A,A,E,F,2016,170738.76
665883,0,30Sep2016,OO,118431.27,1.46438,0.000393,117896.26,MA03,678,B,E,E,M,C,B,E,E,2016,173428.39
665883,0,30Sep2016,OO,118431.27,1.46438,0.000393,80632.24,MA03,678,B,E,E,M,C,B,E,E,2016,173428.39
893032,0,30Sep2016,OO,89600.11,1.46438,0.445393,133832.78,MA19,525,C,E,E,F,F,A,A,F,2016,131208.61
567136,0,30Sep2016,OO,233643.82,1.46438,0.006833,78336.00,MA12,616,E,F,D,G,C,B,B,A,2016,342143.34
567136,0,30Sep2016,OO,233643.82,1.46438,0.006833,137536.11,MA12,616,E,F,D,G,C,B,B,A,2016,342143.34
567136,0,30Sep2016,OO,233643.82,1.46438,0.006833,139184.71,MA12,616,E,F,D,G,C,B,B,A,2016,342143.34
922994,0,30Sep2016,IN,3200.71,1.46438,0.000165,9446.42,MA02,709,E,C,A,M,C,B,E,A,2016,4687.06
922994,0,30Sep2016,IN,3200.71,1.46438,0.000165,20400.00,MA02,709,E,C,A,M,C,B,E,A,2016,4687.06
898792,0,30Sep2016,IN,19391.27,1.46438,0.021932,29369.95,MA14,593,C,A,A,G,B,A,E,D,2016,28396.19
357176,0,30Sep2016,OO,121613.98,1.46438,0.004441,182838.21,MA11,636,E,D,D,H,A,C,E,F,2016,178089.08
568382,1,30Sep2016,IN,38344.66,1.46438,0.462393,33579.42,MA19,529,B,F,C,F,F,E,A,D,2016,56151.15
568382,1,30Sep2016,IN,38344.66,1.46438,0.462393,23882.43,MA19,529,B,F,C,F,F,E,A,D,2016,56151.15
024842,1,30Sep2016,OO,35873.00,1.46438,0.445393,52992.27,MA19,529,C,B,C,F,G,A,A,E,2016,52531.70
941308,0,30Sep2016,OO,42204.77,1.46438,0.000159,78045.79,MA02,715,E,A,E,M,A,B,E,D,2016,61803.82
739396,0,30Sep2016,OO,76228.33,1.46438,0.041616,48737.06,MA15,579,C,D,C,F,A,A,A,E,2016,111627.24
739396,0,30Sep2016,OO,76228.33,1.46438,0.041616,65438.25,MA15,579,C,D,C,F,A,A,A,E,2016,111627.24
173536,0,30Sep2016,OO,86722.46,1.46438,0.004441,130383.05,MA11,627,B,D,D,G,B,B,A,F,2016,126994.63
206298,0,30Sep2016,IN,63771.35,1.46438,0.003064,78514.11,MA10,650,B,F,E,M,C,C,E,E,2016,93385.50
206298,0,30Sep2016,IN,63771.35,1.46438,0.003064,39233.76,MA10,650,B,F,E,M,C,C,E,E,2016,93385.50
007951,0,30Sep2016,OO,71933.98,1.46438,0.006833,54825.15,MA12,614,E,A,E,J,A,A,E,E,2016,105338.68
007951,0,30Sep2016,OO,71933.98,1.46438,0.006833,54885.46,MA12,614,E,A,E,J,A,A,E,E,2016,105338.68
787087,0,30Sep2016,OO,63509.86,1.46438,0.001427,59233.92,MA07,662,D,C,C,M,C,C,E,F,2016,93002.58
787087,0,30Sep2016,OO,63509.86,1.46438,0.001427,39186.47,MA07,662,D,C,C,M,C,C,E,F,2016,93002.58
239183,0,30Sep2016,OO,148150.32,1.46438,0.004441,39871.51,MA11,630,B,D,C,K,A,C,D,F,2016,216948.37
239183,0,30Sep2016,OO,148150.32,1.46438,0.004441,181415.83,MA11,630,B,D,C,K,A,C,D,F,2016,216948.37
343084,1,30Sep2016,OO,61419.15,1.46438,0.445393,91453.55,MA19,528,C,D,E,F,F,E,A,E,2016,89940.97
430674,0,30Sep2016,IN,112597.34,1.46438,0.013045,121012.62,MA13,606,C,F,D,F,A,C,A,D,2016,164885.29
430674,0,30Sep2016,IN,112597.34,1.46438,0.013045,47170.38,MA13,606,C,F,D,F,A,C,A,D,2016,164885.29
220405,0,30Sep2016,IN,106004.10,1.46438,0.099365,158334.89,MA17,572,B,A,D,F,A,A,A,E,2016,155230.29
989213,0,30Sep2016,IN,150156.85,1.46438,0.007094,207748.31,MA12,623,B,D,C,I,C,B,E,B,2016,219886.69
989213,0,30Sep2016,IN,150156.85,1.46438,0.007094,19245.05,MA12,623,B,D,C,I,C,B,E,B,2016,219886.69
823269,0,30Sep2016,OO,66064.52,1.46438,0.004441,61563.54,MA11,631,C,F,D,F,A,B,A,E,2016,96743.56
823269,0,30Sep2016,OO,66064.52,1.46438,0.004441,37120.63,MA11,631,C,F,D,F,A,B,A,E,2016,96743.56
779896,0,30Sep2016,OO,2437.45,1.46438,0.001427,107811.23,MA07,656,C,E,D,M,A,A,E,D,2016,3569.35
421546,0,30Sep2016,OO,85959.84,1.46438,0.095712,128669.69,MA17,572,C,F,E,F,A,A,A,E,2016,125877.88
503823,1,30Sep2016,OO,95683.66,1.46438,0.041616,142919.29,MA15,585,E,A,D,F,A,A,A,E,2016,140117.24
895253,0,30Sep2016,OO,56753.74,1.46438,0.095712,84771.22,MA17,572,C,F,E,F,A,A,A,E,2016,83109.04
779033,1,30Sep2016,IN,92200.70,1.46438,0.043204,57314.07,MA15,591,C,F,C,H,E,D,E,D,2016,135016.86
779033,1,30Sep2016,IN,92200.70,1.46438,0.043204,81968.03,MA15,591,C,F,C,H,E,D,E,D,2016,135016.86
919083,0,30Sep2016,IN,88367.23,1.46438,0.007094,15982.89,MA12,623,C,A,C,F,B,B,A,E,2016,129403.21
919083,0,30Sep2016,IN,88367.23,1.46438,0.007094,115990.87,MA12,623,C,A,C,F,B,B,A,E,2016,129403.21
607453,1,30Sep2016,IN,123231.97,1.46438,0.043204,123857.50,MA15,582,D,A,C,F,C,C,A,D,2016,180458.44
607453,1,30Sep2016,IN,123231.97,1.46438,0.043204,60213.11,MA15,582,D,A,C,F,C,C,A,D,2016,180458.44
533049,0,31Oct2016,IN,122337.63,1.44156,0.007094,181144.16,MA12,615,C,A,C,H,C,B,C,F,2016,176357.04
462039,0,31Oct2016,IN,36611.10,1.44156,0.000408,55736.72,MA03,697,E,A,C,M,C,B,E,D,2016,52777.09
462039,0,31Oct2016,IN,36611.10,1.44156,0.000408,53078.57,MA03,697,E,A,C,M,C,B,E,D,2016,52777.09
586413,0,31Oct2016,IN,126589.49,1.44156,0.013045,39492.23,MA13,609,E,A,C,F,D,B,D,A,2016,182486.35
586413,0,31Oct2016,IN,126589.49,1.44156,0.013045,134637.65,MA13,609,E,A,C,F,D,B,D,A,2016,182486.35
586413,0,31Oct2016,IN,126589.49,1.44156,0.013045,12240.00,MA13,609,E,A,C,F,D,B,D,A,2016,182486.35
636735,0,31Oct2016,OO,63058.58,1.44156,0.001427,83417.28,MA07,655,D,A,C,L,C,B,E,F,2016,90902.72
636735,0,31Oct2016,OO,63058.58,1.44156,0.001427,13773.14,MA07,655,D,A,C,L,C,B,E,F,2016,90902.72
091368,0,31Oct2016,IN,41028.57,1.44156,0.000408,108816.96,MA03,700,E,E,B,M,C,B,E,E,2016,59145.14
406766,0,31Oct2016,OO,96880.19,1.44156,0.000393,169283.75,MA03,696,E,A,A,M,D,B,E,D,2016,139658.60
071056,0,31Oct2016,IN,133081.18,1.44156,0.001481,8112.36,MA07,669,C,A,D,D,A,B,E,A,2016,191844.50
071056,0,31Oct2016,IN,133081.18,1.44156,0.001481,116340.76,MA07,669,C,A,D,D,A,B,E,A,2016,191844.50
071056,0,31Oct2016,IN,133081.18,1.44156,0.001481,54842.05,MA07,669,C,A,D,D,A,B,E,A,2016,191844.50
071056,0,31Oct2016,IN,133081.18,1.44156,0.001481,16320.00,MA07,669,C,A,D,D,A,B,E,A,2016,191844.50
497461,0,31Oct2016,IN,146669.60,1.44156,0.004611,95786.33,MA11,640,B,F,C,K,C,B,E,E,2016,211433.03
497461,0,31Oct2016,IN,146669.60,1.44156,0.004611,95369.05,MA11,640,B,F,C,K,C,B,E,E,2016,211433.03
497461,0,31Oct2016,IN,146669.60,1.44156,0.004611,26301.17,MA11,640,B,F,C,K,C,B,E,E,2016,211433.03
341243,0,31Oct2016,OO,140055.62,1.44156,0.001427,206591.55,MA07,659,C,B,D,L,C,B,D,F,2016,201898.58
118168,0,31Oct2016,OO,58907.04,1.44156,0.002951,86616.39,MA10,642,D,C,A,G,B,B,A,F,2016,84918.03
609886,0,31Oct2016,OO,29.07,1.44156,0.000159,34146.13,MA02,715,E,A,B,M,B,B,E,D,2016,41.90
463804,0,31Oct2016,OO,11723.00,1.44156,0.000393,18216.31,MA03,689,C,B,A,L,B,B,E,F,2016,16899.41
085496,0,31Oct2016,IN,0.46,1.44156,0.000408,55243.98,MA03,698,D,A,C,M,B,B,E,A,2016,0.66
085496,0,31Oct2016,IN,0.46,1.44156,0.000408,70995.26,MA03,698,D,A,C,M,B,B,E,A,2016,0.66
843246,0,31Oct2016,OO,1015.47,1.44156,0.000393,20610.49,MA03,697,E,F,C,M,C,B,E,D,2016,1463.86
655331,0,31Oct2016,IN,74770.60,1.44156,0.001481,109942.03,MA07,673,D,D,B,D,A,B,E,F,2016,107786.30
576941,0,31Oct2016,OO,66572.69,1.44156,0.004441,98010.29,MA11,637,D,E,A,G,B,B,A,F,2016,95968.52
292438,0,31Oct2016,IN,74250.17,1.44156,0.001481,7324.27,MA07,661,E,A,D,B,C,B,E,B,2016,107036.07
292438,0,31Oct2016,IN,74250.17,1.44156,0.001481,26466.22,MA07,661,E,A,D,B,C,B,E,B,2016,107036.07
292438,0,31Oct2016,IN,74250.17,1.44156,0.001481,45879.35,MA07,661,E,A,D,B,C,B,E,B,2016,107036.07
292438,0,31Oct2016,IN,74250.17,1.44156,0.001481,32880.92,MA07,661,E,A,D,B,C,B,E,B,2016,107036.07
684557,0,31Oct2016,OO,169874.99,1.44156,0.000159,187904.21,MA02,719,E,D,C,M,A,B,E,F,2016,244884.98
684557,0,31Oct2016,OO,169874.99,1.44156,0.000159,130807.90,MA02,719,E,D,C,M,A,B,E,F,2016,244884.98
127327,0,31Oct2016,OO,139782.24,1.44156,0.001427,213694.58,MA07,662,E,A,E,L,C,B,E,E,2016,201504.49
587204,0,31Oct2016,IN,88153.22,1.44156,0.000408,137740.55,MA03,678,D,A,D,L,A,B,E,E,2016,127078.16
985929,0,31Oct2016,OO,4158.39,1.44156,0.000393,104657.45,MA03,697,E,A,C,M,C,B,E,D,2016,5994.56
270677,0,31Oct2016,OO,0.14,1.44156,0.000159,9861.26,MA02,719,E,A,A,M,B,B,E,D,2016,0.20
852186,0,31Oct2016,IN,95675.10,1.44156,0.001481,17399.72,MA07,665,E,A,B,I,B,B,E,D,2016,137921.40
852186,0,31Oct2016,IN,95675.10,1.44156,0.001481,125175.73,MA07,665,E,A,B,I,B,B,E,D,2016,137921.40
144699,0,31Oct2016,OO,17.76,1.44156,0.000393,57044.24,MA03,700,D,A,C,M,B,B,E,D,2016,25.60
144699,0,31Oct2016,OO,17.76,1.44156,0.000393,112933.16,MA03,700,D,A,C,M,B,B,E,D,2016,25.60
018751,0,31Oct2016,OO,0.70,1.44156,0.000159,6350.11,MA02,708,D,A,A,M,B,B,E,D,2016,1.00
401291,0,31Oct2016,OO,78448.47,1.44156,0.000393,234222.74,MA03,694,E,A,A,M,D,B,E,E,2016,113088.18
428439,0,31Oct2016,OO,71274.62,1.44156,0.000393,50589.10,MA03,692,E,A,E,M,C,B,E,D,2016,102746.64
428439,0,31Oct2016,OO,71274.62,1.44156,0.000393,65488.99,MA03,692,E,A,E,M,C,B,E,D,2016,102746.64
634152,0,31Oct2016,IN,104002.61,1.44156,0.000408,164602.17,MA03,695,E,A,C,M,C,B,E,E,2016,149926.00
934427,0,31Oct2016,OO,65999.90,1.44156,0.002951,97045.68,MA10,649,E,D,A,G,B,B,A,F,2016,95142.82
673365,0,31Oct2016,OO,199.04,1.44156,0.000393,218094.45,MA03,695,E,A,C,M,C,B,E,E,2016,286.93
835495,0,31Oct2016,IN,105760.48,1.44156,0.000408,171892.89,MA03,690,C,A,B,M,C,B,E,E,2016,152460.08
613438,0,31Oct2016,OO,205089.60,1.44156,0.000393,320941.94,MA03,686,C,E,C,M,C,B,E,F,2016,295648.96
254321,0,31Oct2016,IN,5779.23,1.44156,0.000408,17976.04,MA03,698,E,A,A,M,C,B,D,D,2016,8331.11
245842,0,31Oct2016,IN,2.62,1.44156,0.000165,13831.78,MA02,719,E,A,A,M,B,B,E,D,2016,3.78
211529,0,31Oct2016,IN,103495.84,1.44156,0.001481,151840.84,MA07,665,B,C,D,B,C,B,E,C,2016,149195.46
211529,0,31Oct2016,IN,103495.84,1.44156,0.001481,18409.76,MA07,665,B,C,D,B,C,B,E,C,2016,149195.46
184858,0,31Oct2016,IN,0.00,1.44156,0.001481,36720.00,MA07,651,E,A,B,A,B,B,E,A,2016,0.00
149506,0,31Oct2016,OO,2944.90,1.44156,0.001427,4836.33,MA07,651,C,A,C,J,B,B,D,D,2016,4245.25
029341,0,31Oct2016,IN,6561.18,1.44156,0.000165,28416.14,MA02,724,E,A,B,M,A,B,E,D,2016,9458.34
231116,0,31Oct2016,IN,45175.67,1.44156,0.001481,1500.27,MA07,671,B,F,C,M,C,B,E,B,2016,65123.44
231116,0,31Oct2016,IN,45175.67,1.44156,0.001481,40353.41,MA07,671,B,F,C,M,C,B,E,B,2016,65123.44
231116,0,31Oct2016,IN,45175.67,1.44156,0.001481,40848.75,MA07,671,B,F,C,M,C,B,E,B,2016,65123.44
292768,0,31Oct2016,OO,15.91,1.44156,0.004441,22.93,MA11,633,C,A,A,F,B,B,A,D,2016,22.93
494457,0,31Oct2016,OO,61696.18,1.44156,0.002951,51178.46,MA10,650,B,D,A,M,E,D,E,C,2016,88938.74
494457,0,31Oct2016,OO,61696.18,1.44156,0.002951,36044.03,MA10,650,B,D,A,M,E,D,E,C,2016,88938.74
494457,0,31Oct2016,OO,61696.18,1.44156,0.002951,81668.31,MA10,650,B,D,A,M,E,D,E,C,2016,88938.74
828537,0,31Oct2016,IN,118907.29,1.44156,0.001481,152204.94,MA07,663,E,A,C,H,A,B,E,C,2016,171412.00
